#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 8617, 1,    -0.14, 3,   boost,   20.19,  92952.00,  721.54,   23.18,   27.56, 23.4, 9.47, 9.50, 9.52
6, 8617, 1,    -0.13, 3,   boost,   21.26,  92950.00,  721.72,   23.36,   27.96, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,    -0.12, 3,   boost,   22.36,  92939.00,  722.70,   24.34,   28.36, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,    -0.11, 3,   boost,   23.50,  92931.00,  723.41,   25.06,   28.77, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,    -0.10, 3,   boost,   24.67,  92921.00,  724.31,   25.95,   29.19, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,    -0.09, 3,   boost,   25.88,  92919.00,  724.49,   26.13,   29.61, 23.4, 9.43, 9.52, 9.50
6, 8617, 1,    -0.08, 3,   boost,   27.12,  92913.00,  725.02,   26.66,   30.03, 23.4, 9.46, 9.52, 9.50
6, 8617, 1,    -0.07, 3,   boost,   28.39,  92914.00,  724.93,   26.57,   30.46, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,    -0.06, 3,   boost,   29.69,  92908.00,  725.47,   27.11,   30.90, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,    -0.05, 3,   boost,   31.00,  92898.00,  726.36,   28.00,   31.33, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,    -0.04, 3,   boost,   32.34,  92887.00,  727.34,   28.99,   31.78, 23.4, 9.47, 9.50, 9.52
6, 8617, 1,    -0.03, 3,   boost,   33.68,  92888.00,  727.25,   28.90,   32.23, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,    -0.02, 3,   boost,   35.04,  92880.00,  727.97,   29.61,   32.68, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,    -0.01, 3,   boost,   36.39,  92872.00,  728.68,   30.33,   33.14, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.00, 3,   boost,   37.74,  92866.00,  729.22,   30.86,   33.60, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.01, 3,   boost,   39.08,  92861.00,  729.67,   31.31,   34.07, 23.4, 9.46, 9.52, 9.50
6, 8617, 1,     0.02, 3,   boost,   40.40,  92849.00,  730.74,   32.38,   34.54, 23.4, 9.44, 9.52, 9.52
6, 8617, 1,     0.03, 3,   boost,   41.70,  92843.00,  731.27,   32.92,   35.02, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.04, 3,   boost,   42.96,  92840.00,  731.54,   33.18,   35.50, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     0.05, 3,   boost,   44.20,  92831.00,  732.35,   33.99,   35.99, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.06, 3,   boost,   45.38,  92817.00,  733.60,   35.24,   36.48, 23.4, 9.44, 9.50, 9.50
6, 8617, 1,     0.07, 3,   boost,   46.52,  92818.00,  733.51,   35.15,   36.97, 23.4, 9.46, 9.52, 9.49
6, 8617, 1,     0.08, 3,   boost,   47.61,  92816.00,  733.69,   35.33,   37.47, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.09, 3,   boost,   48.64,  92805.00,  734.67,   36.31,   37.98, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     0.10, 3,   boost,   49.61,  92804.00,  734.76,   36.40,   38.49, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     0.11, 3,   boost,   50.52,  92798.00,  735.30,   36.94,   39.00, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.12, 3,   boost,   51.36,  92798.00,  735.30,   36.94,   39.52, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     0.13, 3,   boost,   52.13,  92792.00,  735.83,   37.47,   40.05, 23.4, 9.46, 9.52, 9.50
6, 8617, 1,     0.14, 3,   boost,   52.84,  92773.00,  737.53,   39.17,   40.57, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.15, 3,   boost,   53.48,  92772.00,  737.62,   39.26,   41.11, 23.4, 9.46, 9.50, 9.50
6, 8617, 1,     0.16, 3,   boost,   54.05,  92768.00,  737.98,   39.62,   41.64, 23.4, 9.47, 9.55, 9.53
6, 8617, 1,     0.17, 3,   boost,   54.57,  92753.00,  739.32,   40.96,   42.18, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.18, 3,   boost,   55.03,  92751.00,  739.50,   41.14,   42.73, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.19, 3,   boost,   55.44,  92740.00,  740.48,   42.12,   43.28, 23.4, 9.47, 9.49, 9.50
6, 8617, 1,     0.20, 3,   boost,   55.80,  92739.00,  740.57,   42.21,   43.83, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.21, 3,   boost,   56.11,  92739.00,  740.57,   42.21,   44.39, 23.4, 9.46, 9.52, 9.50
6, 8617, 1,     0.22, 3,   boost,   56.39,  92731.00,  741.29,   42.93,   44.95, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.23, 3,   boost,   56.64,  92731.00,  741.29,   42.93,   45.52, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     0.24, 3,   boost,   56.86,  92717.00,  742.54,   44.18,   46.09, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.25, 3,   boost,   57.06,  92701.00,  743.97,   45.61,   46.66, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.26, 3,   boost,   57.24,  92698.00,  744.24,   45.88,   47.23, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.27, 3,   boost,   57.41,  92698.00,  744.24,   45.88,   47.81, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.28, 3,   boost,   57.58,  92687.00,  745.22,   46.86,   48.40, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.29, 3,   boost,   57.75,  92680.00,  745.85,   47.49,   48.98, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.30, 3,   boost,   57.91,  92668.00,  746.92,   48.56,   49.57, 23.4, 9.44, 9.52, 9.52
6, 8617, 1,     0.31, 3,   boost,   58.08,  92670.00,  746.74,   48.39,   50.17, 23.4, 9.50, 9.50, 9.52
6, 8617, 1,     0.32, 3,   boost,   58.26,  92665.00,  747.19,   48.83,   50.76, 23.4, 9.46, 9.52, 9.53
6, 8617, 1,     0.33, 3,   boost,   58.45,  92662.00,  747.46,   49.10,   51.36, 23.4, 9.44, 9.52, 9.52
6, 8617, 1,     0.34, 3,   boost,   58.64,  92662.00,  747.46,   49.10,   51.96, 23.4, 9.43, 9.52, 9.53
6, 8617, 1,     0.35, 3,   boost,   58.84,  92646.00,  748.89,   50.53,   52.56, 23.4, 9.46, 9.52, 9.49
6, 8617, 1,     0.36, 3,   boost,   59.05,  92634.00,  749.97,   51.61,   53.17, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.37, 3,   boost,   59.25,  92634.00,  749.97,   51.61,   53.78, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.38, 3,   boost,   59.43,  92634.00,  749.97,   51.61,   54.39, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.39, 3,   boost,   59.61,  92625.00,  750.77,   52.41,   55.00, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.40, 3,   boost,   59.77,  92620.00,  751.22,   52.86,   55.62, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.41, 3,   boost,   59.93,  92625.00,  750.77,   52.41,   56.24, 23.4, 9.46, 9.52, 9.50
6, 8617, 1,     0.42, 3,   boost,   60.07,  92617.00,  751.49,   53.13,   56.86, 23.4, 9.46, 9.50, 9.50
6, 8617, 1,     0.43, 3,   boost,   60.20,  92612.00,  751.93,   53.58,   57.48, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.44, 3,   boost,   60.32,  92604.00,  752.65,   54.29,   58.10, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.45, 3,   boost,   60.42,  92604.00,  752.65,   54.29,   58.72, 23.4, 9.46, 9.52, 9.53
6, 8617, 1,     0.46, 3,   boost,   60.52,  92596.00,  753.37,   55.01,   59.35, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.47, 3,   boost,   60.60,  92597.00,  753.28,   54.92,   59.98, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.48, 3,   boost,   60.67,  92588.00,  754.08,   55.73,   60.60, 23.4, 9.43, 9.50, 9.50
6, 8617, 1,     0.49, 3,   boost,   60.73,  92580.00,  754.80,   56.44,   61.23, 23.4, 9.47, 9.52, 9.49
6, 8617, 1,     0.50, 3,   boost,   60.77,  92586.00,  754.26,   55.90,   61.86, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.51, 3,   boost,   60.80,  92572.00,  755.52,   57.16,   62.49, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.52, 3,   boost,   60.82,  92577.00,  755.07,   56.71,   63.12, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.53, 3,   boost,   60.83,  92564.00,  756.23,   57.88,   63.75, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.54, 3,   boost,   60.82,  92562.00,  756.41,   58.05,   64.38, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.55, 3,   boost,   60.80,  92550.00,  757.49,   59.13,   65.01, 23.4, 9.44, 9.52, 9.52
6, 8617, 1,     0.56, 3,   boost,   60.77,  92550.00,  757.49,   59.13,   65.64, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     0.57, 3,   boost,   60.73,  92543.00,  758.11,   59.76,   66.27, 23.4, 9.47, 9.50, 9.52
6, 8617, 1,     0.58, 3,   boost,   60.67,  92532.00,  759.10,   60.74,   66.90, 23.4, 9.44, 9.53, 9.52
6, 8617, 1,     0.59, 3,   boost,   60.61,  92517.00,  760.44,   62.09,   67.53, 23.4, 9.49, 9.50, 9.52
6, 8617, 1,     0.60, 3,   boost,   60.53,  92522.00,  760.00,   61.64,   68.16, 23.4, 9.46, 9.52, 9.53
6, 8617, 1,     0.61, 3,   boost,   60.43,  92506.00,  761.43,   63.07,   68.79, 23.4, 9.47, 9.50, 9.52
6, 8617, 1,     0.62, 3,   boost,   60.33,  92499.00,  762.06,   63.70,   69.42, 23.4, 9.44, 9.52, 9.50
6, 8617, 1,     0.63, 3,   boost,   60.21,  92494.00,  762.50,   64.15,   70.04, 23.4, 9.46, 9.52, 9.50
6, 8617, 1,     0.64, 3,   boost,   60.08,  92479.00,  763.85,   65.49,   70.66, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.65, 3,   boost,   59.94,  92478.00,  763.94,   65.58,   71.29, 23.4, 9.44, 9.53, 9.52
6, 8617, 1,     0.66, 3,   boost,   59.78,  92476.00,  764.12,   65.76,   71.91, 23.4, 9.44, 9.52, 9.52
6, 8617, 1,     0.67, 3,   boost,   59.62,  92476.00,  764.12,   65.76,   72.53, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     0.68, 3,   boost,   59.44,  92461.00,  765.46,   67.10,   73.14, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.69, 3,   boost,   59.25,  92447.00,  766.72,   68.36,   73.76, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.70, 3,   boost,   59.05,  92435.00,  767.79,   69.44,   74.37, 23.4, 9.47, 9.50, 9.52
6, 8617, 1,     0.71, 3,   boost,   58.84,  92432.00,  768.06,   69.70,   74.98, 23.4, 9.47, 9.52, 9.50
6, 8617, 1,     0.72, 3,   boost,   58.62,  92421.00,  769.05,   70.69,   75.59, 23.4, 9.44, 9.52, 9.52
6, 8617, 1,     0.73, 3,   boost,   58.39,  92406.00,  770.39,   72.04,   76.20, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.74, 3,   boost,   58.14,  92407.00,  770.30,   71.95,   76.80, 23.4, 9.46, 9.50, 9.50
6, 8617, 1,     0.75, 3,   boost,   57.89,  92401.00,  770.84,   72.49,   77.40, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.76, 3,   boost,   57.63,  92388.00,  772.01,   73.65,   78.00, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.77, 3,   boost,   57.36,  92383.00,  772.46,   74.10,   78.59, 23.4, 9.46, 9.50, 9.50
6, 8617, 1,     0.78, 3,   boost,   57.07,  92383.00,  772.46,   74.10,   79.18, 23.4, 9.47, 9.50, 9.53
6, 8617, 1,     0.79, 3,   boost,   56.78,  92370.00,  773.62,   75.27,   79.77, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.80, 3,   boost,   56.48,  92354.00,  775.06,   76.70,   80.35, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.81, 3,   boost,   56.18,  92346.00,  775.78,   77.42,   80.93, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.82, 3,   boost,   55.86,  92340.00,  776.32,   77.96,   81.51, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.83, 3,   boost,   55.54,  92332.00,  777.03,   78.68,   82.08, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.84, 3,   boost,   55.21,  92317.00,  778.38,   80.02,   82.65, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.85, 3,   boost,   54.87,  92308.00,  779.19,   80.83,   83.21, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.86, 3,   boost,   54.53,  92304.00,  779.55,   81.19,   83.78, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.87, 3,   boost,   54.18,  92297.00,  780.17,   81.82,   84.33, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.88, 3,   boost,   53.82,  92288.00,  780.98,   82.63,   84.88, 23.4, 9.46, 9.50, 9.50
6, 8617, 1,     0.89, 3,   boost,   53.46,  92288.00,  780.98,   82.63,   85.43, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     0.90, 3,   boost,   53.09,  92270.00,  782.60,   84.24,   85.98, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.91, 3,   boost,   52.72,  92248.00,  784.57,   86.22,   86.52, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.92, 3,   boost,   52.34,  92247.00,  784.66,   86.31,   87.05, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.93, 3,   boost,   51.96,  92230.00,  786.19,   87.83,   87.58, 23.4, 9.46, 9.50, 9.50
6, 8617, 1,     0.94, 3,   boost,   51.58,  92227.00,  786.46,   88.10,   88.11, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     0.95, 3,   boost,   51.19,  92212.00,  787.81,   89.45,   88.63, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.96, 3,   boost,   50.80,  92204.00,  788.53,   90.17,   89.15, 23.4, 9.47, 9.52, 9.50
6, 8617, 1,     0.97, 3,   boost,   50.41,  92191.00,  789.70,   91.34,   89.66, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     0.98, 3,   boost,   50.01,  92180.00,  790.68,   92.33,   90.16, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     0.99, 3,   boost,   49.62,  92171.00,  791.49,   93.14,   90.67, 23.4, 9.44, 9.50, 9.52
6, 8617, 1,     1.00, 3,   boost,   49.22,  92171.00,  791.49,   93.14,   91.16, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     1.01, 3,   boost,   48.82,  92155.00,  792.93,   94.57,   91.66, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.02, 3,   boost,   48.43,  92142.00,  794.10,   95.74,   92.15, 23.4, 9.46, 9.50, 9.50
6, 8617, 1,     1.03, 3,   boost,   48.03,  92124.00,  795.72,   97.36,   92.63, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     1.04, 3,   boost,   47.63,  92125.00,  795.63,   97.27,   93.11, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     1.05, 3,   boost,   47.24,  92109.00,  797.07,   98.71,   93.58, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.06, 3,   boost,   46.84,  92101.00,  797.79,   99.43,   94.05, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     1.07, 3,   boost,   46.45,  92084.00,  799.32,  100.96,   94.52, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     1.08, 3,   boost,   46.06,  92078.00,  799.85,  101.50,   94.98, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     1.09, 3,   boost,   45.67,  92061.00,  801.38,  103.03,   95.43, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     1.10, 3,   boost,   45.28,  92059.00,  801.56,  103.21,   95.88, 23.4, 9.44, 9.52, 9.52
6, 8617, 1,     1.11, 3,   boost,   44.90,  92059.00,  801.56,  103.21,   96.33, 23.4, 9.47, 9.50, 9.52
6, 8617, 1,     1.12, 3,   boost,   44.52,  92040.00,  803.27,  104.92,   96.77, 23.4, 9.46, 9.52, 9.52
6, 8617, 1,     1.13, 3,   boost,   44.14,  92015.00,  805.52,  107.17,   97.21, 23.4, 9.47, 9.53, 9.53
6, 8617, 1,     1.14, 3,   boost,   43.77,  91996.00,  807.23,  108.88,   97.64, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.15, 3,   boost,   43.41,  91984.00,  808.31,  109.96,   98.07, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.16, 3,   boost,   43.04,  91979.00,  808.76,  110.41,   98.49, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.17, 3,   boost,   42.69,  91962.00,  810.29,  111.94,   98.91, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.18, 3,   boost,   42.34,  91946.00,  811.74,  113.38,   99.33, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.19, 3,   boost,   41.99,  91937.00,  812.55,  114.19,   99.74, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.20, 3,   boost,   41.65,  91923.00,  813.81,  115.45,  100.15, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.21, 3,   boost,   41.32,  91913.00,  814.71,  116.35,  100.55, 23.4, 9.43, 9.50, 9.50
6, 8617, 1,     1.22, 3,   boost,   40.99,  91913.00,  814.71,  116.35,  100.95, 23.4, 9.47, 9.50, 9.53
6, 8617, 1,     1.23, 3,   boost,   40.67,  91888.00,  816.96,  118.60,  101.35, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     1.24, 3,   boost,   40.36,  91877.00,  817.95,  119.59,  101.74, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.25, 3,   boost,   40.06,  91857.00,  819.75,  121.40,  102.13, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.26, 3,   boost,   39.76,  91847.00,  820.65,  122.30,  102.52, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.27, 3,   boost,   39.47,  91838.00,  821.47,  123.11,  102.90, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.28, 3,   boost,   39.19,  91828.00,  822.37,  124.01,  103.28, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.29, 3,   boost,   38.91,  91810.00,  823.99,  125.63,  103.66, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.30, 3,   boost,   38.65,  91803.00,  824.62,  126.26,  104.03, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.31, 3,   boost,   38.39,  91784.00,  826.33,  127.98,  104.40, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.32, 3,   boost,   38.14,  91779.00,  826.79,  128.43,  104.77, 23.4, 9.43, 9.52, 9.52
6, 8617, 1,     1.33, 3,   boost,   37.90,  91779.00,  826.79,  128.43,  105.14, 23.4, 9.47, 9.50, 9.53
6, 8617, 1,     1.34, 3,   boost,   37.66,  91754.00,  829.04,  130.68,  105.50, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.35, 3,   boost,   37.44,  91736.00,  830.66,  132.31,  105.86, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.36, 3,   boost,   37.22,  91725.00,  831.66,  133.30,  106.22, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.37, 3,   boost,   37.02,  91707.00,  833.28,  134.92,  106.57, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.38, 3,   boost,   36.82,  91708.00,  833.19,  134.83,  106.93, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     1.39, 3,   boost,   36.63,  91692.00,  834.63,  136.28,  107.28, 23.4, 9.47, 9.53, 9.52
6, 8617, 1,     1.40, 3,   boost,   36.45,  91683.00,  835.45,  137.09,  107.63, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     1.41, 3,   boost,   36.28,  91670.00,  836.62,  138.26,  107.98, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.42, 3,   boost,   36.11,  91661.00,  837.43,  139.08,  108.32, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.43, 3,   boost,   35.96,  91640.00,  839.33,  140.97,  108.67, 23.4, 9.43, 9.50, 9.52
6, 8617, 1,     1.44, 3,   boost,   35.81,  91640.00,  839.33,  140.97,  109.01, 23.4, 9.47, 9.50, 9.53
6, 8617, 1,     1.45, 3,   boost,   35.67,  91637.00,  839.60,  141.24,  109.35, 23.4, 9.47, 9.50, 9.50
6, 8617, 1,     1.46, 3,   boost,   35.54,  91617.00,  841.41,  143.05,  109.69, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.47, 3,   boost,   35.42,  91609.00,  842.13,  143.77,  110.03, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.48, 3,   boost,   35.30,  91588.00,  844.03,  145.67,  110.37, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.49, 3,   boost,   35.19,  91576.00,  845.11,  146.75,  110.71, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.50, 3,   boost,   35.09,  91567.00,  845.92,  147.56,  111.05, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     1.51, 3,   boost,   35.00,  91553.00,  847.19,  148.83,  111.38, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.52, 3,   boost,   34.91,  91544.00,  848.00,  149.64,  111.72, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.53, 3,   boost,   34.83,  91528.00,  849.45,  151.09,  112.06, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     1.54, 3,   boost,   34.76,  91513.00,  850.80,  152.45,  112.39, 23.4, 9.43, 9.50, 9.50
6, 8617, 1,     1.55, 3,   boost,   34.69,  91513.00,  850.80,  152.45,  112.72, 23.4, 9.46, 9.50, 9.53
6, 8617, 1,     1.56, 3,   boost,   34.63,  91498.00,  852.16,  153.80,  113.06, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     1.57, 3,   boost,   34.57,  91486.00,  853.24,  154.89,  113.40, 23.3, 9.47, 9.52, 9.52
6, 8617, 1,     1.58, 3,   boost,   34.52,  91468.00,  854.87,  156.51,  113.73, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.59, 3,   boost,   34.47,  91464.00,  855.23,  156.88,  114.06, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     1.60, 3,   boost,   34.43,  91454.00,  856.14,  157.78,  114.40, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.61, 3,   boost,   34.39,  91431.00,  858.22,  159.86,  114.74, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.62, 3,   boost,   34.35,  91430.00,  858.31,  159.95,  115.07, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     1.63, 3,   boost,   34.32,  91409.00,  860.21,  161.85,  115.41, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.64, 3,   boost,   34.29,  91392.00,  861.75,  163.39,  115.74, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.65, 3,   boost,   34.27,  91380.00,  862.83,  164.48,  116.08, 23.4, 9.43, 9.50, 9.52
6, 8617, 1,     1.66, 3,   boost,   34.25,  91380.00,  862.83,  164.48,  116.42, 23.4, 9.47, 9.50, 9.52
6, 8617, 1,     1.67, 3,   boost,   34.22,  91371.00,  863.65,  165.29,  116.75, 23.4, 9.46, 9.50, 9.52
6, 8617, 1,     1.68, 3,   boost,   34.20,  91345.00,  866.00,  167.64,  117.09, 23.3, 9.47, 9.52, 9.52
6, 8617, 1,     1.69, 3,   boost,   34.19,  91326.00,  867.72,  169.36,  117.43, 23.3, 9.47, 9.52, 9.52
6, 8617, 1,     1.70, 3,   boost,   34.17,  91314.00,  868.81,  170.45,  117.77, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.71, 3,   boost,   34.15,  91306.00,  869.53,  171.17,  118.11, 23.4, 9.47, 9.52, 9.53
6, 8617, 1,     1.72, 3,   boost,   34.14,  91296.00,  870.44,  172.08,  118.45, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.73, 3,   boost,   34.12,  91283.00,  871.62,  173.26,  118.79, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.74, 3,   boost,   34.11,  91258.00,  873.88,  175.52,  119.14, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.75, 3,   boost,   34.09,  91249.00,  874.70,  176.34,  119.48, 23.4, 9.47, 9.52, 9.52
6, 8617, 1,     1.76, 3,   boost,   34.07,  91234.00,  876.06,  177.70,  119.82, 23.4, 9.44, 9.50, 9.52
